,Emotion,Phase,sentiment
3932,fear,"The weather is very bad (fog and slipperiness) the newcast  
reports many traffic accidents and my boyfriend is driving home  
and still has 60 kilometers to go.",-0.2049999999999999
3933,anger,"Someone told me that he would stay at my home for one night.  
Therefore I made big efforts to make everything ok (food). One day  
before he cancelled the appointment because he had to go to  
church with his parents.",0.25
3934,sadness,"We had to take our cat to the vet for mercy killing (an  
injection).",0.0
3935,disgust,"When people are eating unsavoury (smacking, belching, speaking  
with food in their mouth, etc.).",0.0
3936,shame,"A girl in our class was nicknamed ""fatsy"". Later, I heard that  
she suffered from diabetes mellitus.",0.0
3937,guilt,"I made an appointment to pick up someone. However I arrived  
too late and she had to wait a quarter of an hour.",-0.3
3938,joy,"One night I had a very good conversation with two friends. I then  
realized how worthy they were for me and how happy I was to  
have them as friends.",0.681111111111111
3939,fear,In the morning just before going to the dentist.,0.0
3940,anger,"When a very close friend with whom I have a very intimate and  
bodily relationship (he had a girlfriend) started to avoid me and  
didn't want to talk to me any more.",0.24
3941,sadness,"When a good friend with whom I had an intimate relationship made  
clear that he didn't want to continue in the same way. He choose  
his girlfriend (also a friend of mine).",0.24999999999999997
3942,disgust,"When I made love with someone who I didn't really love. Sometimes  
I even considered him unlikable.",0.5
3943,shame,"I had a short lasting sexual relationship with someone I didn't  
love.",0.25
3944,guilt,"When I realized that I avoided two good friends with whom I  
always shared toys and sorrows. I made up idle stories to avoid  
telling them what happened to me.",0.7
3945,joy,"My boyfriend suffered form ill health for some months, this week  
the physician told him that he was restored to health.",-0.5
3946,fear,"When going out in the weekend I have to bike 5 kilometers through  
lonely and dark polders, then I always have terrifying fantasies.",-0.4166666666666667
3947,anger,"I made an appointment with a friend to drink coffee togehter.  
However, for the third time in that week she arrived an hour too  
late.",-0.15
3948,sadness,"My dear hamster (called Hannes) died at the age of 2 and 1/2 years.  
His shape forced me to mercy killing (an injection).",-0.30000000000000004
3949,disgust,"I read a newspaper report that a little boy was forced to look  
while his sister was raped.",-0.24375000000000002
3950,shame,"We had made an appointment to complete together a piece of work.  
It appeared that I was the only one who hadn't prepared anything.",0.05
3951,guilt,"I call my mother at least once a week. However last week I  
completely forgot. This morning she called me, she thought I felt  
ill.",-0.175
3952,joy,"After the funeral of an acquaintance I felt very depressed. That  
feeling turned into joy when I heard that I had achieved a good  
grade for an examination.",0.5666666666666667
3953,fear,"I had to call someone and make an appointment for a conversation.  
I was very afraid to fail.",-0.64
3954,anger,"When, after having cleaned up the kitchen, two hours later I saw  
that there was a big mess. It irritated me very much.",0.021250000000000005
3955,sadness,"One night I was called and told that the father of a close friend  
died. When I visited my friend at home and when attending the  
funeral I felt very sad.",-0.65
3956,disgust,"I cannot remember exactly such a situation. But I know that  
once I went to a very dirty lavatory and that disgusted me.",-0.5933333333333334
3957,shame,"Once by coincidence I clutched a stranger (in a rather intimate  
way), thinking it was my boyfriend. When by hindsight I  
feel ashamed when thinking about it.",0.2
3958,guilt,"I once torn the inner tube of a bike, that was not mine. Then I  
saw it was a brand new one. I felt very guilty then.",-0.17121212121212123
3959,joy,"When I found out that the girl, with whom I was in love, loved me  
too.",0.6
3960,fear,"When my mother threatened me with thrushing me of the stairs, when  
I once more should make a comment.",0.5
3961,anger,"When being made look a fool by the teacher in front of the class  
during a turn.",0.0
3962,sadness,"My mother unjustly became very angry with me and sent me to my  
room while my father explained that the way she saw things was  
not correct. I had done things with the best intentions.",0.175
3963,disgust,"My mother was very angry with my little sister and told her to  
put her hands on the table in order to beat her hands up. She  
forced by means of her power.",-0.3791666666666667
3964,shame,"A friend came for dinner with me at home. His parents are  
ordinary people. My mother, however, used the very expensive  
porcelain dinner-service and the silver cutlery. I felt very  
ashamed.",-0.2333333333333333
3965,guilt,"Once after falling in love, I imagined that particular girl to be  
perfect and completely overshadowing my girlfriend. Afterwards I  
realized that this image was not objective. I felt guilty against  
both girls.",0.2111111111111111
3966,joy,"Once a week I work as a volunteer in a biologic garden. this work  
in the garden and the contact with other volunteers filled me  
with joy. They also gave me support after I failed passing my  
driver's test.",0.14375000000000004
3967,fear,"My friend and I planned to search for old documents and utensils  
in the cellar. It was very late at night when we arrived in the  
cellar. He indicated the place where the police (40 years ago) found  
two dead bodies. I got very scared when he told me this story.",-0.07250000000000001
3968,joy,"When someone made me a compliment after an examination just at  
the moment I needed it. It was amicable, hearty and sincere.",0.5
3969,fear,"When I went up the stairs in a high, dark house full of shadows,  
passed a door and had the feeling that someone or something was  
behind me, although I knew I was alone.",-0.010000000000000009
3970,anger,"A friend told me it would be better for me not to be on familiar  
terms with another friend, although, in my opinion he had no  
reason to say such things. He only said so hoping that I  
would search support from him (that, however, was not necessary).",0.175
3971,sadness,"I had a good relationship with two friends. Once without reason,  
they clearly showed that they thought I was naive, dull and  
unable to take care for myself, while I expostulated that I could  
manage things.",-0.05833333333333335
3972,disgust,"When I see that some people remain cold and egoistic with regard  
to close friends, even in situations that those friends need  
them.",-0.7
3973,shame,"When I state things with great positiveness and try to convince  
others, and it appears that my statement is not right.",0.3285714285714286
3974,guilt,"A certain friend evokes positive feelings, when I am with him but  
negative feelings when he is not present. I feel the need to  
express those negative feelings. However, when I speak about him,  
I always think: Why do I like this, he does not deserve this, but  
still I do so.",-0.03168831168831169
